;v0.3.135e1_chain8_ECAI-CL_Ligne_8All
Min of nb of {accept} sent (avg) ;12.0;
Min of nb of {accept} sent (stddev) ;0.0;
Min of nb of {accept} sent (min) ;12;
Min of nb of {accept} sent (max) ;12;
Min of total size of {accept} sent (avg) ;240.0;
Min of total size of {accept} sent (stddev) ;0.0;
Min of total size of {accept} sent (min) ;240;
Min of total size of {accept} sent (max) ;240;
Min of max size of {accept} sent (avg) ;30.0;
Min of max size of {accept} sent (stddev) ;0.0;
Min of max size of {accept} sent (min) ;30;
Min of max size of {accept} sent (max) ;30;
Min of min size of {accept} sent (avg) ;13.0;
Min of min size of {accept} sent (stddev) ;0.0;
Min of min size of {accept} sent (min) ;13;
Min of min size of {accept} sent (max) ;13;
Sum of nb of {accept} sent (avg) ;148.0;
Sum of nb of {accept} sent (stddev) ;0.0;
Sum of nb of {accept} sent (min) ;148;
Sum of nb of {accept} sent (max) ;148;
Sum of total size of {accept} sent (avg) ;3424.0;
Sum of total size of {accept} sent (stddev) ;0.0;
Sum of total size of {accept} sent (min) ;3424;
Sum of total size of {accept} sent (max) ;3424;
Sum of max size of {accept} sent (avg) ;282.0;
Sum of max size of {accept} sent (stddev) ;0.0;
Sum of max size of {accept} sent (min) ;282;
Sum of max size of {accept} sent (max) ;282;
Sum of min size of {accept} sent (avg) ;136.0;
Sum of min size of {accept} sent (stddev) ;0.0;
Sum of min size of {accept} sent (min) ;136;
Sum of min size of {accept} sent (max) ;136;
Average of nb of {accept} sent (avg) ;18.5;
Average of nb of {accept} sent (stddev) ;0.0;
Average of nb of {accept} sent (min) ;18.5;
Average of nb of {accept} sent (max) ;18.5;
Average of total size of {accept} sent (avg) ;428.0;
Average of total size of {accept} sent (stddev) ;0.0;
Average of total size of {accept} sent (min) ;428.0;
Average of total size of {accept} sent (max) ;428.0;
Average of max size of {accept} sent (avg) ;35.25;
Average of max size of {accept} sent (stddev) ;0.0;
Average of max size of {accept} sent (min) ;35.25;
Average of max size of {accept} sent (max) ;35.25;
Average of min size of {accept} sent (avg) ;17.0;
Average of min size of {accept} sent (stddev) ;0.0;
Average of min size of {accept} sent (min) ;17.0;
Average of min size of {accept} sent (max) ;17.0;
Standard deviation of nb of {accept} sent (avg) ;4.69041575982343;
Standard deviation of nb of {accept} sent (stddev) ;0.0;
Standard deviation of nb of {accept} sent (min) ;4.69041575982343;
Standard deviation of nb of {accept} sent (max) ;4.69041575982343;
Standard deviation of total size of {accept} sent (avg) ;92.50135134148042;
Standard deviation of total size of {accept} sent (stddev) ;0.0;
Standard deviation of total size of {accept} sent (min) ;92.50135134148042;
Standard deviation of total size of {accept} sent (max) ;92.50135134148042;
Standard deviation of max size of {accept} sent (avg) ;5.80409338312195;
Standard deviation of max size of {accept} sent (stddev) ;0.0;
Standard deviation of max size of {accept} sent (min) ;5.80409338312195;
Standard deviation of max size of {accept} sent (max) ;5.80409338312195;
Standard deviation of min size of {accept} sent (avg) ;4.55521678957215;
Standard deviation of min size of {accept} sent (stddev) ;0.0;
Standard deviation of min size of {accept} sent (min) ;4.55521678957215;
Standard deviation of min size of {accept} sent (max) ;4.55521678957215;
Product of nb of {coherence counter-example} sent (avg) ;-1.0;
Product of nb of {coherence counter-example} sent (stddev) ;0.0;
Product of nb of {coherence counter-example} sent (min) ;-1;
Product of nb of {coherence counter-example} sent (max) ;0;
Product of total size of {coherence counter-example} sent (avg) ;-128.0;
Product of total size of {coherence counter-example} sent (stddev) ;0.0;
Product of total size of {coherence counter-example} sent (min) ;-128;
Product of total size of {coherence counter-example} sent (max) ;0;
Product of max size of {coherence counter-example} sent (avg) ;-128.0;
Product of max size of {coherence counter-example} sent (stddev) ;0.0;
Product of max size of {coherence counter-example} sent (min) ;-128;
Product of max size of {coherence counter-example} sent (max) ;0;
Product of min size of {coherence counter-example} sent (avg) ;-128.0;
Product of min size of {coherence counter-example} sent (stddev) ;0.0;
Product of min size of {coherence counter-example} sent (min) ;-128;
Product of min size of {coherence counter-example} sent (max) ;0;
Max of nb of {coherence counter-example} sent (avg) ;1.0;
Max of nb of {coherence counter-example} sent (stddev) ;0.0;
Max of nb of {coherence counter-example} sent (min) ;1;
Max of nb of {coherence counter-example} sent (max) ;1;
Max of total size of {coherence counter-example} sent (avg) ;2.0;
Max of total size of {coherence counter-example} sent (stddev) ;0.0;
Max of total size of {coherence counter-example} sent (min) ;2;
Max of total size of {coherence counter-example} sent (max) ;2;
Max of max size of {coherence counter-example} sent (avg) ;2.0;
Max of max size of {coherence counter-example} sent (stddev) ;0.0;
Max of max size of {coherence counter-example} sent (min) ;2;
Max of max size of {coherence counter-example} sent (max) ;2;
Max of min size of {coherence counter-example} sent (avg) ;2.0;
Max of min size of {coherence counter-example} sent (stddev) ;0.0;
Max of min size of {coherence counter-example} sent (min) ;2;
Max of min size of {coherence counter-example} sent (max) ;2;
Min of nb of {coherence counter-example} sent (avg) ;-1.0;
Min of nb of {coherence counter-example} sent (stddev) ;0.0;
Min of nb of {coherence counter-example} sent (min) ;-1;
Min of nb of {coherence counter-example} sent (max) ;0;
Min of total size of {coherence counter-example} sent (avg) ;-1.0;
Min of total size of {coherence counter-example} sent (stddev) ;0.0;
Min of total size of {coherence counter-example} sent (min) ;-1;
Min of total size of {coherence counter-example} sent (max) ;0;
Min of max size of {coherence counter-example} sent (avg) ;-1.0;
Min of max size of {coherence counter-example} sent (stddev) ;0.0;
Min of max size of {coherence counter-example} sent (min) ;-1;
Min of max size of {coherence counter-example} sent (max) ;0;
Min of min size of {coherence counter-example} sent (avg) ;-1.0;
Min of min size of {coherence counter-example} sent (stddev) ;0.0;
Min of min size of {coherence counter-example} sent (min) ;-1;
Min of min size of {coherence counter-example} sent (max) ;0;
Sum of nb of {coherence counter-example} sent (avg) ;6.0;
Sum of nb of {coherence counter-example} sent (stddev) ;0.0;
Sum of nb of {coherence counter-example} sent (min) ;6;
Sum of nb of {coherence counter-example} sent (max) ;6;
Sum of total size of {coherence counter-example} sent (avg) ;13.0;
Sum of total size of {coherence counter-example} sent (stddev) ;0.0;
Sum of total size of {coherence counter-example} sent (min) ;13;
Sum of total size of {coherence counter-example} sent (max) ;13;
Sum of max size of {coherence counter-example} sent (avg) ;13.0;
Sum of max size of {coherence counter-example} sent (stddev) ;0.0;
Sum of max size of {coherence counter-example} sent (min) ;13;
Sum of max size of {coherence counter-example} sent (max) ;13;
Sum of min size of {coherence counter-example} sent (avg) ;13.0;
Sum of min size of {coherence counter-example} sent (stddev) ;0.0;
Sum of min size of {coherence counter-example} sent (min) ;13;
Sum of min size of {coherence counter-example} sent (max) ;13;
Average of nb of {coherence counter-example} sent (avg) ;0.75;
Average of nb of {coherence counter-example} sent (stddev) ;0.0;
Average of nb of {coherence counter-example} sent (min) ;0.75;
Average of nb of {coherence counter-example} sent (max) ;0.75;
Average of total size of {coherence counter-example} sent (avg) ;1.625;
Average of total size of {coherence counter-example} sent (stddev) ;0.0;
Average of total size of {coherence counter-example} sent (min) ;1.625;
Average of total size of {coherence counter-example} sent (max) ;1.625;
Average of max size of {coherence counter-example} sent (avg) ;1.625;
Average of max size of {coherence counter-example} sent (stddev) ;0.0;
Average of max size of {coherence counter-example} sent (min) ;1.625;
Average of max size of {coherence counter-example} sent (max) ;1.625;
Average of min size of {coherence counter-example} sent (avg) ;1.625;
Average of min size of {coherence counter-example} sent (stddev) ;0.0;
Average of min size of {coherence counter-example} sent (min) ;1.625;
Average of min size of {coherence counter-example} sent (max) ;1.625;
Standard deviation of nb of {coherence counter-example} sent (avg) ;0.6614378277661477;
Standard deviation of nb of {coherence counter-example} sent (stddev) ;0.0;
Standard deviation of nb of {coherence counter-example} sent (min) ;0.6614378277661477;
Standard deviation of nb of {coherence counter-example} sent (max) ;0.6614378277661477;
Standard deviation of total size of {coherence counter-example} sent (avg) ;0.9921567416492215;
Standard deviation of total size of {coherence counter-example} sent (stddev) ;0.0;
Standard deviation of total size of {coherence counter-example} sent (min) ;0.9921567416492215;
Standard deviation of total size of {coherence counter-example} sent (max) ;0.9921567416492215;
Standard deviation of max size of {coherence counter-example} sent (avg) ;0.9921567416492215;
Standard deviation of max size of {coherence counter-example} sent (stddev) ;0.0;
Standard deviation of max size of {coherence counter-example} sent (min) ;0.9921567416492215;
Standard deviation of max size of {coherence counter-example} sent (max) ;0.9921567416492215;
Standard deviation of min size of {coherence counter-example} sent (avg) ;0.9921567416492215;
Standard deviation of min size of {coherence counter-example} sent (stddev) ;0.0;
Standard deviation of min size of {coherence counter-example} sent (min) ;0.9921567416492215;
Standard deviation of min size of {coherence counter-example} sent (max) ;0.9921567416492215;
Product of nb of {new neighbour} received (avg) ;64.0;
Product of nb of {new neighbour} received (stddev) ;0.0;
Product of nb of {new neighbour} received (min) ;64;
Product of nb of {new neighbour} received (max) ;64;
Product of total size of {new neighbour} received (avg) ;0.0;
Product of total size of {new neighbour} received (stddev) ;0.0;
Product of total size of {new neighbour} received (min) ;0;
Product of total size of {new neighbour} received (max) ;0;
Product of max size of {new neighbour} received (avg) ;0.0;
Product of max size of {new neighbour} received (stddev) ;0.0;
Product of max size of {new neighbour} received (min) ;0;
Product of max size of {new neighbour} received (max) ;0;
Product of min size of {new neighbour} received (avg) ;0.0;
Product of min size of {new neighbour} received (stddev) ;0.0;
Product of min size of {new neighbour} received (min) ;0;
Product of min size of {new neighbour} received (max) ;0;
Max of nb of {new neighbour} received (avg) ;2.0;
Max of nb of {new neighbour} received (stddev) ;0.0;
Max of nb of {new neighbour} received (min) ;2;
Max of nb of {new neighbour} received (max) ;2;
Max of total size of {new neighbour} received (avg) ;0.0;
Max of total size of {new neighbour} received (stddev) ;0.0;
Max of total size of {new neighbour} received (min) ;0;
Max of total size of {new neighbour} received (max) ;0;
Max of max size of {new neighbour} received (avg) ;0.0;
Max of max size of {new neighbour} received (stddev) ;0.0;
Max of max size of {new neighbour} received (min) ;0;
Max of max size of {new neighbour} received (max) ;0;
Max of min size of {new neighbour} received (avg) ;0.0;
Max of min size of {new neighbour} received (stddev) ;0.0;
Max of min size of {new neighbour} received (min) ;0;
Max of min size of {new neighbour} received (max) ;0;
Min of nb of {new neighbour} received (avg) ;1.0;
Min of nb of {new neighbour} received (stddev) ;0.0;
Min of nb of {new neighbour} received (min) ;1;
Min of nb of {new neighbour} received (max) ;1;
Min of total size of {new neighbour} received (avg) ;0.0;
Min of total size of {new neighbour} received (stddev) ;0.0;
Min of total size of {new neighbour} received (min) ;0;
Min of total size of {new neighbour} received (max) ;0;
Min of max size of {new neighbour} received (avg) ;0.0;
Min of max size of {new neighbour} received (stddev) ;0.0;
Min of max size of {new neighbour} received (min) ;0;
Min of max size of {new neighbour} received (max) ;0;
Min of min size of {new neighbour} received (avg) ;0.0;
Min of min size of {new neighbour} received (stddev) ;0.0;
Min of min size of {new neighbour} received (min) ;0;
Min of min size of {new neighbour} received (max) ;0;
Sum of nb of {new neighbour} received (avg) ;14.0;
Sum of nb of {new neighbour} received (stddev) ;0.0;
Sum of nb of {new neighbour} received (min) ;14;
Sum of nb of {new neighbour} received (max) ;14;
Sum of total size of {new neighbour} received (avg) ;0.0;
Sum of total size of {new neighbour} received (stddev) ;0.0;
Sum of total size of {new neighbour} received (min) ;0;
Sum of total size of {new neighbour} received (max) ;0;
Sum of max size of {new neighbour} received (avg) ;0.0;
Sum of max size of {new neighbour} received (stddev) ;0.0;
Sum of max size of {new neighbour} received (min) ;0;
Sum of max size of {new neighbour} received (max) ;0;
Sum of min size of {new neighbour} received (avg) ;0.0;
